CL01ZSAP101 00001122006 1000600610X 00000000037,3000000000033,3100000000031,0200000000030,4000000000014,1800000000012,3700000000011,7300000000014,1300000000035,5700000000028,1400000000028,1400000000040,11
CL01ZSAP101 00001122006 1000600620X 00000000262,5400000000205,8300000000184,9900000000169,6600000000229,9700000000200,6300000000190,1900000000229,0700000000576,9100000000456,3300000000456,3300000000625,96
CL01ZSAP101 00001122006 1000601590X 00000002543,3100000003136,6500000000000,0000000003422,4900000000386,7000000001177,3500000000905,2000000000354,2500000003079,1500000001105,7700000001105,7700000002726,54
CL01ZSAP101 00001122006 1000602040X 00000000000,0000000000000,0000000000000,0000000000034,9600000000309,2200000000000,0000000000363,9700000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000602070X 00000000049,8100000000457,1500000000656,7100000000235,4700000000224,8500000000154,2300000000539,2900000000278,0000000000227,6500000000033,4500000000033,4500000000004,42
CL01ZSAP101 00001122006 1000602080X 00000000000,0000000000000,0000000000000,0000000000000,0000000000343,9600000000079,8200000000058,1800000000000,0000000000056,6400000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000602100X 00000000278,2400000000218,4400000000129,2200000000307,5100000016237,2800000000306,4600000007578,3200000006237,7700000001315,520000000-323,8000000000323,8000000003030,83
CL01ZSAP101 00001122006 1000604510X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000030,5900000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000604530X 00000000104,5000000000039,8500000000195,7300000000124,5700000000000,0000000000276,4100000000141,9800000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000604550X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000037,7300000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000606000X 00000003874,9400000000329,3200000000062,6200000003515,2600000000000,0000000000060,9100000001346,4700000000229,0600000000303,2600000000-67,9000000000067,9000000004244,63
CL01ZSAP101 00001122006 1000606020X 00000003558,8300000000000,0000000001730,8800000000220,6300000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00000000-5382,62
CL01ZSAP101 00001122006 1000606040X 00000000000,0000000000000,0000000000000,0000000000775,4900000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000606110X 00000001044,7500000001074,4400000001039,0200000001043,5000000001050,5900000001052,9100000001081,8400000001118,4000000001142,1400000001174,5600000001174,5600000000001,45
CL01ZSAP101 00001122006 1000606120X 00000000270,6200000000266,2400000000261,8400000000282,3700000000000,0000000000110,3500000000280,3000000000114,7000000001194,090000000-315,0000000000315,0000000000016,28
CL01ZSAP101 00001122006 1000606210X 00000000028,8000000000000,0000000000070,5700000000072,9300000000016,5300000000000,0000000000158,9400000000000,0000000000190,6300000000615,0700000000615,0700000001183,39
CL01ZSAP101 00001122006 1000606220X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000001,4100000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000606305X 00000001766,3300000000000,0000000004348,9200000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000606330X 00000000953,6200000000948,9400000000000,0000000002788,3300000000000,0000000000000,0000000001234,9500000000000,0000000001359,7700000001226,6300000001226,6300000001396,65
CL01ZSAP101 00001122006 1000606430X 00000000000,0000000000535,5600000000000,0000000000751,5700000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000606450X 00000000000,0000000000000,0000000000197,5100000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000606500X 00000022615,6300000012562,7900000009687,0100000029661,3300000005871,3200000005148,7200000007523,5200000003995,0500000010828,6300000021943,9800000021943,9800000007427,40
CL01ZSAP101 00001122006 1000607000X 00000009418,9100000004014,0800000014599,3200000010972,0400000004574,5700000008114,5300000005447,2500000008837,2500000004073,0900000010932,7100000010932,7100000015386,71
CL01ZSAP101 00001122006 1000607080X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000142,1400000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000607090X 00000000000,0000000000000,0000000000000,0000000000000,0000000005742,8500000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000018265,65
CL01ZSAP101 00001122006 1000607100X 00000025580,1000000000000,0000000000573,4600000020380,6100000007740,9300000000730,3600000000017,2600000002613,1200000018093,0000000001116,3700000001116,3700000011637,55
CL01ZSAP101 00001122006 1000607200X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000607400X 00000000000,0000000000000,0000000000224,2300000000110,2600000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000607410X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000543,0200000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000607450X 00000001224,0800000001982,4500000000406,8000000005053,5100000000000,0000000000408,7100000000342,6600000000403,3000000000827,8000000000512,5900000000512,5900000000471,40
CL01ZSAP101 00001122006 1000607460X 00000001490,3100000000000,0000000000000,00000000000-1,3700000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1000607470X 00000000143,3000000000048,1000000000126,8700000000553,9900000000004,2900000000434,4500000000433,8100000001584,5600000000740,67000000-1828,7000000001828,7000000000918,08
CL01ZSAP101 00001122006 1000607480X 00000001530,7000000000403,4400000000728,0100000002195,2000000000824,1100000000753,7200000001720,6600000000520,1100000002923,5700000004135,2900000004135,2900000000635,14
CL01ZSAP101 00001122006 1000620020X 00000005397,5300000004460,9600000004928,4000000004928,5900000005173,1100000005194,1700000005192,8400000005192,9900000005195,74000000-5195,7000000005195,7000000005196,17
CL01ZSAP101 00001122006 1000626650X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000285,310000000-285,3100000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1001600190X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000001649,1900000001649,1900000000655,68
CL01ZSAP101 00001122006 1001600200X 00000000000,0000000000000,0000000000000,0000000001451,1300000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1001600400X 00000001818,0900000001885,6700000001803,3700000001837,8000000001848,0400000001851,4600000001894,2700000001951,8200000002031,57000000-2078,5000000002078,5000000002134,08
CL01ZSAP101 00001122006 1001600460X 00000000307,8000000000319,2400000000305,3100000000311,1400000000312,9100000000313,5400000000320,7000000000330,5100000000343,9400000000351,8200000000351,8200000000361,30
CL01ZSAP101 00001122006 1001600520X 00000001967,0600000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1001600540X 00000000268,7300000000278,7200000000266,5600000000271,6500000000273,1900000000273,6600000000279,9900000000288,5600000000300,2900000000307,1600000000307,1600000000315,44
CL01ZSAP101 00001122006 1001600550X 00000000926,5800000000960,6300000000918,5000000000936,5100000000941,2700000000943,6000000000966,1400000000996,0500000001034,9900000001060,6300000001060,6300000001089,40
CL01ZSAP101 00001122006 1001600570X 00000000130,2800000000135,1200000000175,4700000000178,8200000000179,8400000000180,1500000000184,3200000000189,9600000000197,680000000-202,200000000-202,2000000000207,65
CL01ZSAP101 00001122006 1001600575X 00000000056,2100000000058,3000000000055,7600000000056,8200000000375,5500000000056,6100000000057,9200000000059,6900000000061,1400000000062,5400000000062,5400000000064,22
CL01ZSAP101 00001122006 1001600580X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000253,5800000000088,2200000001298,7300000000122,8400000000122,8400000000124,18
CL01ZSAP101 00001122006 1001600600X 00000000351,8900000000364,9300000000348,9800000000355,6900000000348,3500000000349,0400000000357,3400000000368,3300000000383,1200000000392,0800000000392,0800000000420,44
CL01ZSAP101 00001122006 1001600605X 00000000276,76000000-2123,9700000000274,4700000000468,4200000000312,6300000000312,9800000000278,2600000000286,5900000000298,2300000000727,1000000000727,1000000000738,28
CL01ZSAP101 00001122006 1001600610X 00000000018,6500000000019,2800000000018,4100000000018,8400000000017,0900000000017,2000000000017,6600000000018,3000000000018,8200000000019,5300000000019,5300000000020,05
CL01ZSAP101 00001122006 1001601590X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1001602040X 00000000207,0500000000000,0000000000000,0000000002095,6800000000248,3500000000067,2400000001241,7500000000036,0000000000000,0000000002559,4300000002559,4300000000056,81
CL01ZSAP101 00001122006 1001602070X 00000000053,5600000000000,0000000000000,0000000001515,1700000000000,0000000000000,0000000003717,8900000000126,1800000000180,5300000000011,6300000000011,6300000000328,68
CL01ZSAP101 00001122006 1001602080X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000325,9300000000000,0000000000061,9600000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1001602100X 00000000000,0000000000159,9200000000007,1600000000240,6000000000039,7700000000196,8400000000130,2800000000380,7100000000226,2900000001510,5800000001510,5800000002095,39
CL01ZSAP101 00001122006 1001606000X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000245,8600000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1001606110X 00000000000,0000000000000,0000000000000,0000000000000,0000000000005,8200000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1001606120X 00000000000,9200000000000,9500000000000,0000000000001,8300000000000,0000000000000,0000000000000,0000000000000,0000000000103,7400000000026,2800000000026,2800000000000,00
CL01ZSAP101 00001122006 1001606210X 00000000634,0900000000093,5300000000696,9300000000705,4500000000019,0100000000017,7300000000004,2600000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1001606220X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000056,4800000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1001606330X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000006152,5300000003139,3700000003224,0800000003224,0800000003274,42
CL01ZSAP101 00001122006 1001606450X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000044,53
CL01ZSAP101 00001122006 1001606500X 00000005276,0300000000923,4300000000814,9400000002542,6700000000010,6700000000587,8400000002147,6500000000987,7700000003334,0900000017449,3700000017449,3700000000290,07
CL01ZSAP101 00001122006 1001607100X 00000000000,0000000000000,0000000000009,4800000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000115,7200000000115,7200000000000,00
CL01ZSAP101 00001122006 1001607450X 00000000023,1200000000113,1500000000062,7200000000470,4900000000000,0000000000072,6700000000045,6600000000057,4500000000074,5100000000000,0000000000000,0000000000471,40
CL01ZSAP101 00001122006 1001607460X 00000000000,0000000000874,8400000000864,4900000004872,3400000005327,6000000002661,5100000002597,5100000000933,7300000000936,5900000000954,2700000000954,2700000000000,00
CL01ZSAP101 00001122006 1001607480X 00000000324,1600000000207,5700000000349,1600000000735,1900000000100,0900000000213,6800000006320,7600000000-40,9500000004278,4100000003121,0400000003121,0400000000838,03
CL01ZSAP101 00001122006 1001620020X 00000000002,0500000000002,0600000000000,0000000000000,0000000000003,1100000000003,1000000000007,9200000000018,8300000000018,8100000000018,8100000000018,8100000000018,80
CL01ZSAP101 00001122006 1001626650X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,43000000000-0,4300000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1010600190X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000001649,1900000001649,1900000001683,24
CL01ZSAP101 00001122006 1010600200X 00000000000,0000000000000,0000000000000,0000000001730,9500000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1010600400X 00000003707,9700000003853,4000000003682,3800000003752,7200000003753,2900000003787,9000000003879,3300000003949,6300000004127,88000000-4271,0000000004271,0000000004386,11
CL01ZSAP101 00001122006 1010600410X 00000000000,0000000000000,0000000000549,7300000000000,0000000000000,0000000000023,8900000000000,0000000000000,0000000000000,0000000000244,7200000000244,7200000000154,45
CL01ZSAP101 00001122006 1010600420X 00000000000,0000000000211,7900000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1010600460X 00000000931,1400000000966,7800000000924,5800000000942,2300000000943,0300000000951,4800000000973,6600000000965,7400000001037,07000000-1071,5000000001071,5000000001100,37
CL01ZSAP101 00001122006 1010600480X 00000000000,0000000000000,0000000000016,5900000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1010600490X 00000000000,0000000000203,3500000000358,7300000000324,8700000000000,0000000000000,0000000000000,0000000000223,0600000000077,4600000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1010600520X 00000000369,0100000000000,0000000000000,0000000000000,0000000000865,2500000000190,4600000000408,6600000000421,1700000000431,3900000000441,2600000000441,2600000000453,15
CL01ZSAP101 00001122006 1010600530X 00000000813,3700000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000331,0000000000115,1600000000116,2900000000119,7900000000119,7900000000121,10
CL01ZSAP101 00001122006 1010600540X 00000000430,8200000000435,9200000000427,7200000000449,1300000000436,5300000000451,2000000000447,9900000000466,4200000000489,7200000000500,3600000000500,3600000000506,06
CL01ZSAP101 00001122006 1010600550X 00000001451,1200000001500,7500000001432,7000000001450,0500000001451,9600000001463,7900000001542,2200000001501,0100000001603,1300000001661,2800000001661,2800000001714,94
CL01ZSAP101 00001122006 1010600570X 00000000397,4500000001151,2100000000445,0300000000453,5300000000453,2200000000458,3200000000469,0400000000483,3900000000498,5000000000516,6800000000516,6800000000530,60
CL01ZSAP101 00001122006 1010600575X 00000000148,2900000000153,8000000000147,0900000000149,9000000000441,9200000000123,0700000000125,9500000000129,8000000000132,950000000-136,0000000000136,0000000001273,94
CL01ZSAP101 00001122006 1010600580X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000860,4200000000299,3500000001868,2600000000302,5300000000302,5300000000305,00
CL01ZSAP101 00001122006 1010600590X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000001297,2100000001297,2100000001311,36
CL01ZSAP101 00001122006 1010600600X 00000000745,0500000000769,9200000000735,9300000000750,6100000000738,3600000000743,5200000000761,9800000000785,9500000000813,6800000000839,5400000000839,5400000000895,26
CL01ZSAP101 00001122006 1010600605X 00000000308,540000000-261,60000000-1992,5700000000586,2500000000638,1900000000644,3800000000429,4100000000518,6400000000582,110000000-258,9500000000258,9500000000809,45
CL01ZSAP101 00001122006 1010600610X 00000000055,9500000000052,4700000000047,7100000000052,8100000000044,1600000000044,5600000000045,7300000000048,6900000000054,7000000000050,5600000000050,5600000000060,16
CL01ZSAP101 00001122006 1010600620X 00000000525,0700000000477,0600000000420,8100000000488,0200000000426,5100000000434,3900000000444,6400000000480,2800000000567,8300000000491,2900000000491,2900000000625,96
CL01ZSAP101 00001122006 1010601590X 00000000002,93000000000-2,9300000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1010602040X 00000000037,4300000000000,0000000000033,1300000000005,0600000000004,6400000000026,0800000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1010602070X 00000000129,3100000000012,2000000000025,1600000000000,0000000000031,4300000000008,2400000000012,0500000000009,4900000000000,0000000000000,0000000000000,0000000000019,87
CL01ZSAP101 00001122006 1010602100X 00000000017,3400000000191,7700000000016,9600000000008,4600000000038,1800000000008,4800000000022,5900000000008,6600000000033,1300000000021,4300000000021,4300000000510,98
CL01ZSAP101 00001122006 1010606110X 00000000000,0000000000000,0000000000000,0000000000000,0000000000003,4300000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1010606120X 00000000054,4100000000054,0100000000053,4700000000055,2500000000000,0000000000000,0000000000000,0000000000000,0000000000228,2400000000057,8100000000057,8100000000000,00
CL01ZSAP101 00001122006 1010606210X 00000000000,0000000000000,0000000000023,5000000000000,0000000000017,4700000000009,2300000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000023,46
CL01ZSAP101 00001122006 1010606330X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00000000-4163,6000000004163,6000000003661,86
CL01ZSAP101 00001122006 1010606500X 00000000057,7600000000617,2200000000070,8900000002571,2600000000010,6700000000071,1700000000121,2900000000125,0600000000245,6700000000055,8500000000055,8500000002776,62
CL01ZSAP101 00001122006 1010607100X 00000000000,0000000000000,0000000000000,0000000000455,5200000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1010607450X 00000000009,3800000000000,6300000000002,5600000000008,0500000000000,0000000000000,0000000000010,7500000000006,0100000000004,7600000000000,0000000000000,0000000000471,40
CL01ZSAP101 00001122006 1010607470X 00000000000,0000000000000,0000000000000,0000000000000,0000000000019,4100000000008,2900000000000,0000000000034,0200000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1010607480X 00000000000,0000000000000,0000000000000,0000000000071,2100000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000109,5200000000109,5200000000000,00
CL01ZSAP101 00001122006 1010620020X 00000000005,9800000000006,0000000000005,9800000000005,9800000000009,4400000000009,4500000000009,4700000000009,4600000000009,4400000000009,4700000000009,4700000000008,31
CL01ZSAP101 00001122006 1010626650X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,52000000000-0,5200000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600400X 00000006939,8500000007210,8900000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600410X 00000000143,3200000000390,9900000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600420X 00000000000,0000000000211,7900000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600460X 00000000941,7500000000977,8800000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600490X 00000000000,0000000000169,5700000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600520X 00000001134,4700000001899,7400000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600530X 00000002440,1200000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600540X 00000000812,0900000000772,9600000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600550X 00000001926,1800000001959,3900000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600570X 00000000858,6500000002960,5800000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600575X 00000000332,4500000000344,8100000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600600X 00000001074,2200000001082,7100000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600605X 00000000327,06000000-1892,8700000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600610X 00000000130,5600000000101,1300000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020600620X 00000001575,2100000001191,0500000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020601590X 00000000003,9100000000029,6500000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020602040X 00000000071,1700000000088,5700000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020602070X 00000000128,2700000000141,2600000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020602095X 00000000735,9200000029925,1200000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020602100X 00000000-26,7300000000193,4300000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020606000X 00000000199,2400000000147,7300000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020606120X 00000000882,5500000001067,8900000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020606210X 00000000420,0700000000419,3800000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020606430X 00000002713,4100000003106,4100000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020606500X 00000015834,8700000015856,5600000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020607000X 00000000022,2100000000022,9600000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020607200X 00000000296,7200000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020607450X 00000000169,8200000000237,5000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020607470X 00000000019,6700000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1020620020X 00000000833,6800000000833,6200000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
CL01ZSAP101 00001122006 1030600190X 00000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000001649,1900000001649,1900000000655,68
CL01ZSAP101 00001122006 1030600200X 00000000000,0000000000000,0000000000000,0000000001241,2700000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,0000000000000,00
